,answerKey,question,choices
2316,D,Danny was young human.  He didn't have a job. Instead he went where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['museum', 'homes', 'workplace', 'school', 'library'], dtype=object)}"
2317,C,"He decided to plant tomatoes in a row, where would this row be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['auditorium', 'toothrow', 'vegetable garden', 'the porch',
       ""farmer's field""], dtype=object)}"
2318,E,What is a soccer field at a school next to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['countryside', 'swimming pool', 'open place', 'park',
       'school yard'], dtype=object)}"
2319,C,Why would we handle glass with care ?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['many different colors', 'cut vegetables', 'break easily', 'melt',
       'hold water'], dtype=object)}"
2320,B,What do you get when you analysing something new?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['change', 'better knowledge', 'enlightened', 'get smart',
       'learning more about'], dtype=object)}"
2321,B,"The man wanted a new ottoman, so where did he look?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['basement', 'furniture store', 'decoration', 'parlor',
       'couch outlet'], dtype=object)}"
2322,B,Jogging can do what for your body?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sweating', 'improved health', 'increased heart rate', 'eat cake',
       'being tired'], dtype=object)}"
2323,A,"There was a sign telling picnickers not to feed squirrels, where was this sign likely placed?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'forest', 'tree', 'roof', 'yard'], dtype=object)}"
2324,C,Where is a telephone booth likely to be red?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airport', 'gotham city', 'london', 'city', 'gas stations'],
      dtype=object)}"
2325,E,"Charlie had a desire to learn, but didn't live near a school, so what did he do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['attend school', 'understand better', 'memorize', 'work in cafe',
       'read book'], dtype=object)}"
2326,D,"If I run a long time, I run the risk of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['marathon', 'may fall', 'fall down', 'exhaustion', 'sweat'],
      dtype=object)}"
2327,A,"The art project called for a big wooden rod, so she went where to get one?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hardware store', 'tree stump', 'old clock', 'old houses',
       'broom closet'], dtype=object)}"
2328,D,Where do you live if there are a lot of mailboxes in the foyer?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spacious house', 'mansion', 'building', 'apartment', 'townhouse'],
      dtype=object)}"
2329,D,Where is there usually more than one telephone?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""friend's house"", 'desktop', 'party', 'hospital', 'phone booth'],
      dtype=object)}"
2330,B,What type of person wants to get in shape?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['look attractive', 'overweight', 'sex', 'bowel movements',
       'feel good'], dtype=object)}"
2331,E,"She often spent money she didn't have buying products, this lead to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['spending money', 'owning', 'pleasure', 'surplus of cash', 'debt'],
      dtype=object)}"
2332,A,"I as a person like to enjoy expensive things, why do I do that?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['experience pleasure', 'cross street', 'value life',
       'go into debt', 'to be sad'], dtype=object)}"
2333,C,"Where in the U.S. might foreigners expect to see a bald eagle, but probably won't?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['florida', 'canada', 'in washington', 'utah', 'colorado'],
      dtype=object)}"
2334,D,From where would you take a magazine home after paying?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bookstore', 'library', 'bed', 'shop', 'airport'], dtype=object)}"
2335,C,What is typically the attitude of a child waiting for something?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wisdom', 'anxiety', 'impatience', 'tiredness', 'boredom'],
      dtype=object)}"
2336,C,A person with children might have a lot of plastic things in what place?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cupboard', 'cabinet', 'own home', 'everything', 'garbage dump'],
      dtype=object)}"
2337,A,"James wants to go to a large church, what some might call a megachurch.  Where would he look for one of those?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'commercial area', 'populated area', 'every town',
       'christian community'], dtype=object)}"
2338,E,Why might you be found grooming yourself in the mirror on the way out the door?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cleanliness', 'mistakes', 'anxiety', 'beauty', 'neatness'],
      dtype=object)}"
2339,E,A man is supposed to walk closer to the street when with a?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['female group', 'father', 'gods', 'boys', 'lady'], dtype=object)}"
2340,D,What might happen when not being careful setting a cup on a table?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['picks up', 'noise', 'decorating the table', 'spillage', 'clutter'],
      dtype=object)}"
2341,D,Where do young boys hide dirty magazines?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['library', 'drawer', 'dentist', 'bed', 'airport'], dtype=object)}"
2342,D,"They wanted to put on a show about being human beings, which ironically worked because none of them could do what well?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['behave well', 'question authority', 'melt', 'act',
       'read newspapers'], dtype=object)}"
2343,C,What does every person have that not every wolf has?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['human intelligence', 'hide', 'name', 'mouth', 'heart'],
      dtype=object)}"
2344,D,"Upon discovering the remains of the lost city, what did archaeologists try to preserve?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['use', 'rot', 'waste', 'ruin', 'decay'], dtype=object)}"
2345,A,What happens when you take a shower after going for a run?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feeling refreshed', 'becoming tired', 'restlessness',
       'leg cramps', 'sweating'], dtype=object)}"
2346,E,What fruit growing area is not likely to contain an apple tree?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['washington state', 'orchid', 'farmland', 'grape vineyard',
       'vineyard'], dtype=object)}"
2347,D,"She enjoyed the song, it was a famous one about a girl with eyes that where what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sad', 'green', 'tear up', 'brown', 'blue'], dtype=object)}"
2348,C,"If you are prescribed an antibiotic by your doctor, where would you go to get it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['doctor', 'prescribed', 'pharmacy', 'medicine cabinet', 'capsule'],
      dtype=object)}"
2349,C,Where might a snake hide?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clouds', 'tropical forest', 'hollow log', 'arid climate',
       'petting zoo'], dtype=object)}"
2350,E,If you have free time and the electricity is out what can you do to entertain yourselves?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['watch film', 'see favorite show', 'play chess', 'surf net',
       'play cards'], dtype=object)}"
2351,D,Where does the shopping bag go after you finish shopping?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['crank', 'mart', 'supermarket', 'home', 'closet'], dtype=object)}"
2352,A,if i were kissing someone and it started to snow what would be a likely result,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get cold', 'arousal', 'sexual excitement', 'being happy',
       'being hot'], dtype=object)}"
2353,A,"If people are working hard and saving their money, what is the likely consequence?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gain wealth', 'talk to each other', 'eat plants',
       'sun themselves', 'make money pillars'], dtype=object)}"
2354,A,"A person wanted a seafood dinner, so what did he decide to do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fish lake', 'gain respect', 'plant flowers', 'wish really hard',
       'cross street'], dtype=object)}"
2355,D,Where would you usually find a hole made by an animal?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trap', 'golf course', 'wall', 'ground', 'swiss cheese'],
      dtype=object)}"
2356,A,Why would someone be unable to talk to other people after getting drunk?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pass out', 'slurred speach', 'forgetfulness', 'death',
       'stumbling'], dtype=object)}"
2357,D,"He was stabbing to death his wife when he was caught, at trial he still denied the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bleeding', 'imprisonment', 'mess', 'killing', 'give up'],
      dtype=object)}"
2358,B,In what western sate might one find a bald eagle?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['captivity', 'colorado', 'zoo', 'canada', 'in washington'],
      dtype=object)}"
2359,C,"Mary was a bad girl, but she was always open about that.  People liked her because she was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['excellent', 'fun', 'honest', 'worthy', 'choice'], dtype=object)}"
2360,C,An arch is a very strong way to have a doorway in a what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cathedral', 'bridge', 'building', 'ancient rome', 'hole'],
      dtype=object)}"
2361,B,"The competition contestant had simply run out of steam, it seemed she was doing what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dying', 'quitting', ""you'll sleep"", 'rest', 'pause'], dtype=object)}"
2362,D,Jim was looking for a container cup to put something in.  Where might he have looked?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""person's hand"", 'sink', 'dispenser', 'kitchen cupboard',
       'drink from'], dtype=object)}"
2363,D,"Sex is easy to get, but the easiest sex to get does what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['last hour', 'cloud judgment', 'a concussion', 'cost money',
       'sell beer'], dtype=object)}"
2364,C,Where do soldiers not deployed eat their food?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""neighbor's house"", 'at home', 'military base', 'shelf', 'kitchen'],
      dtype=object)}"
2365,A,What do you take fish off of when fishing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['end of line', 'ocean', 'pet shop', 'boat', 'pond'], dtype=object)}"
2366,C,"Babies don't make the same noise adults make when applauding, but they still do what when excited?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sleep soundly', 'trust parents', 'clap hands', 'jump around',
       'like spinach'], dtype=object)}"
2367,B,Joe went to a place with a mix of carpet and hardwood floors in order to have a good time with his friends.  Where might he have gone?.,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bedroom', 'bowling alley', 'at hotel', 'restaurant', 'zoo'],
      dtype=object)}"
2368,E,Where would you find a cottage that gets flooded often?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desert', 'painting', 'fairy story', 'mountains', 'rural area'],
      dtype=object)}"
2369,B,Where does a ticket booth stand at the front of?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'train station', 'movie theater', 'subway', 'auditorium'],
      dtype=object)}"
2370,C,What would rain do if you didn't have an umbrella?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tickle', 'water garden', 'wet clothes', 'wet ground',
       'start to fall'], dtype=object)}"
2371,A,What is considered to be an outdated way to gain knowledge?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['encyclopedia', 'television', 'head', 'library', 'book'],
      dtype=object)}"
2372,A,What do airplanes do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carry freight', 'catch on fire', 'stall', 'in the clouds',
       'accelerate'], dtype=object)}"
2373,E,Some idiots die of dehydration because they spend too much time playing games.  Where might someone play games so much?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bar', 'sporting event', 'hockey game', 'baseball field',
       'internet cafe'], dtype=object)}"
