,premise,hypothesis,label
2227,A black dog with brown on his face is swimming.,There is an animal swimming.,0
2228,A band of men and women in tropical shirts is playing in front of a visitors information center.,People playing.,0
2229,People in full riot gear running through a barricaded street led by two people on horseback while a seated crowd watches.,A crowd of people watches people running.,0
2230,"A football player is pursuing the opposing teams quarterback, who is about to throw the ball.",The quarterback gets sacked,1
2231,A young adult male shaving his face with the razor running down his neck.,A young man is shaving his face.,0
2232,A man in a pirate costume playing an instrument in a band.,"There is a group of people, maybe a band, with one person dressed as a pirate",1
2233,A film crew documents a female track-and-field athlete in the act of throwing a javelin.,The film crew are amateur.,1
2234,Several footballers watch a goalie try to defend a kick.,The goalie prevents the footballers from scoring a goal.,1
2235,A dark-haired woman wearing a gray shirt with a creme shirt over it and jeans walking down the parking lot past a blue car.,A woman walks to the store past a blue car in a parking lot.,1
2236,Two young boys wearing collared shirts and baseball caps have their blue-tinted tongues stuck out.,The boys are at a baseball game,1
2237,People in colorful costumes parade down the street.,The people in  black uniforms are in a parade.,2
2238,A woman and a toddler are sleeping in a bed.,A woman and a toddler are taking a nap in bed.,1
2239,Many people are spread out along a beach or lagoon enjoying themselves.,People are inside watching a boxing match.,2
2240,A girl with a painted cat face sits on top of a woman's shoulders as she takes a picture of another red-haired woman dress as an angel.,A girl sits on her mom's shoulders to take a photo.,1
2241,A crowd holds American flags.,christmas morning with presents,2
2242,A tan dog walks down a stream between mounds of snow.,The dog is black.,2
2243,A man wearing a black shirt is outside walking with a shopping cart.,A man is wearing a black shirt outside.,0
2244,Two men wave from atop a piece of heavy machinery.,The men wave from atop the machinery.,0
2245,A man in red walking in front of a wall of windows.,the man walks in front of the windows,0
2246,A woman with black hair and a red plaid apron preparing food.,No one is around to prepare the food.,2
2247,A blond boy wearing a blue life vest and camo shorts jumps off a diveboard into a blue lake.,A red headed boy wearing a life vest and camo sits by a lake.,2
2248,A blond woman in a loud print shirt raising her hand and smiling.,The woman has brown hair.,2
2249,A group of people enjoying themselves at an arcade.,A person playing alone.,2
2250,there are four snow skiers going down the side of a hill.,4 people playing catch.,2
2251,Two men dressed in all black on top of some structure with a dark sky behind them.,The men are spies.,1
2252,A street vendor selling cupcakes.,There is a person outside in this picture,0
2253,A young boy smiling runs past a gun toting soldier in the background.,A boy is crying in a chair.,2
2254,Two dogs playing with each other.,Two brown dogs play.,1
2255,One guy with a brown short-sleeve shirt playing a violin and another guy in a red long-sleeve shirt playing the banjo inside with the curtains down.,Two men play musical instruments inside their home.,1
2256,A young girl in brown pants trying to play tennis.,The girl is playing tennis.,0
2257,A basketball referee is looking at a basketball player who is hanging upside down from the basketball hoop.,A basketball referee is looking intensly at a basketball player who is hanging upside down.,1
2258,A woman in the Royal Air Force inside of a kitchen using a grater.,The woman was outside collecting vegetables for a meal.,2
2259,A female in a pink tank top drinking beer.,A female is drinking wine at the bar.,2
2260,A young boy is sitting on a skateboard in the middle of the street.,A boy blocks a car sitting in the middle of a street.,1
2261,Man in white juggling with a bike against the wall.,Man in juggling with a bike against the wall.,0
2262,A man sits outside on a curb next to an old-looking motorcycle.,A man's motor cycle has run out of gas.,1
2263,A man and a young girl using a drill press on a piece of wood.,A man and a girl use a drill press on wood.,0
2264,A woman pushes a child in a stroller with several people on bikes behind.,There is a woman pushing a blue stroller while several people ride BMX bikes behind her.,1
2265,Man with his hat on backwards wearing an orange suit with his hand on a spindle with large rope.,A man is pulling something up from a mine with a large rope.,1
2266,One of the members of KISS playing a white electric guitar in front of a black background.,Kiss is performing live.,1
2267,A woman is playing toys with a young toddler sitting on a red mat.,The woman played with the young toddler she was looking into adopting.,1
2268,A man is racing an unusual type of bike with many people watching him.,A man is driving his car through a tunnel.,2
2269,The young gymnast's supple body soars above the balance beam.,The gymnast tries a difficult move on the apparatus.,1
2270,A man in a brown suit is speaking into a microphone while sitting down with his right foot up.,A man walks through a room.,2
2271,A man wearing a t-shirt and baseball cap uses a shovel.,A man is digging a hole to plant a tree.,1
2272,"A man with a hat, and no shoes lays on the ground after he wets himself.",A man with a brown hat is laying on the ground.,1
2273,A child is looking at an angel made in the snow.,It snowed where the child lives.,0
2274,A camera crew shooting images on a mountainous landscape.,The camera crew is working on a documentary.,1
2275,A white dog carries a soda bottle on the snowy ground.,A white husky plays with a Coke bottle and frolics in the snow.,1
2276,A man holding a cellphone and a woman holding a shopping bag stand in front of a wall covered in street art.,A couple gets married at the courthouse.,2
2277,An elder woman in a hat and scarf is looking through a book she has in her hands.,A woman is holding a Bible.,1
2278,You have a little girl that is running towards whoever is taking the picture in a pink dress.,The little girl is crying.,1
2279,A mountain skier heads down a mountain.,A skier is falling down a mountain.,2
2280,People examine equipment.,They don't know where the equipment is.,2
2281,A lady and her little girl are holding hands and walking up the sidewalk.,A mother and daughter go for drinks at a local cafe while the father fishes.,1
2282,"A woman in a colorful dress drives a motorized chair past a corner on a city sidewalk, while a man in a long white t-shirt walks towards the road.",A woman rides a motorized chair on a city sidewalk while a man wearing sunglasses walks toward the road.,1
