,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
2711,anetv_vBpYwyXfE0o,9960,Other skiers ski in front of and around the man. He,Other skiers ski in front of and around the man.,He,gold,talks more all from the ski before ending at the top.,and man wheel the car up with their eyes on the faucet.,welds the handlebars with the machine.,reaches the bottom of the hill where a large crowd of people is gathered.,3
2712,lsmdc3014_CAPTAIN_AMERICA-5475,1526,"Jerking the steering wheel, someone weaves through traffic. Someone","Jerking the steering wheel, someone weaves through traffic.",Someone,gold,leaps up onto the hood of the motorcycle.,"'s chopper, scorched silhouette is created in the car.","leaps onto the roof of an oncoming car, then jumps from vehicle to vehicle.",checks the window - glass window.,2
2713,lsmdc3058_RUBY_SPARKS-28334,6143,Someone scoldingly gestures toward the piece. Someone,Someone scoldingly gestures toward the piece.,Someone,gen,scrutinizes herself on the neck.,does lying then another person hands her a puppet too.,flips a small object off.,stretches out the blood book which contains a drawing on it.,2
2714,anetv_URzytLugoVw,19400,Another man on the field catches the ball. The man with the ball's team,Another man on the field catches the ball.,The man with the ball's team,gold,swimming in him and cheers him on.,makes several pictures and throws a ball.,is falling near the pool in attempt.,runs over to him.,3
2715,anetv_kaRZaCGzNzw,7236,The man uses an electric razor to shave his beard. The man,The man uses an electric razor to shave his beard.,The man,gold,removes his hat and continues to shave his beard.,uses his clippers to scrub and then attaches a razor to the mans right hand.,speaks again and the other man lingers on him and cleans his hands with a knife.,stops shaving to talk to the camera.,3
2716,anetv_xor90CAOc94,1100,The roof top of a house is shown as it is damaged over time. We then,The roof top of a house is shown as it is damaged over time.,We then,gold,see a blue paint - screen logo.,see kids riding bikes and still doing flips and stunts.,"see the lifting equipment, the woman looking at the camera again.",see several images of the after repair process.,3
2717,anetv_QVe7NojAHjY,18739,The bowl mixture and the measuring cup mixture are added together and mixed. Oats,The bowl mixture and the measuring cup mixture are added together and mixed.,Oats,gold,are added to the combined mixture.,pours the alcohol into the glass and adds flour to the beat.,and limes are juiced onto the plate.,and mixed is mixed together near a pan.,0
2718,lsmdc1028_No_Reservations-83038,12244,She makes her way down the hall to someone's bedroom. Someone's,She makes her way down the hall to someone's bedroom.,Someone's,gen,french door opens and someone walks in.,desk goes in and then starts to descend from someone's heel.,blanket drifts in corridor.,"reading a magazine, and now a waitress's part shows the abha and the females who can buy their meal for a guy.",0
2719,lsmdc3017_CHRONICLE-7167,14247,"A second guy whisks him out of his free fall. As we near a cloud, someone",A second guy whisks him out of his free fall.,"As we near a cloud, someone",gen,turns to two blonde lounging in his chair.,removes the wreckage and removes pieces of metal from the rack.,begins to power the liquid from steaming hot liquid and mimes in slow motion.,image becomes night.,1
2720,lsmdc1047_Defiance-91427,13142,"Someone looks from someone to someone, waiting for a response. Someone","Someone looks from someone to someone, waiting for a response.",Someone,gold,tries to compose his face.,strikes up with hesitation before he storms off and bashes someone in the neck.,is spinning under his makeshift control.,puts the bone in her ear and smiles.,0
2721,lsmdc1024_Identity_Thief-82112,18416,"As a few of them reach down and poke her, she springs up. The frustrated bartender","As a few of them reach down and poke her, she springs up.",The frustrated bartender,gen,tosses the spoon away.,"hands someone the drinks, then turns off the light and sits down.","stands back, shouts, the porthole window.",gets her to her knees past judges.,1
2722,lsmdc1009_Spider-Man3-76509,5606,"He glances at someone's kindly face. Later, someone",He glances at someone's kindly face.,"Later, someone",gen,"emerges from the smokey sushi restaurant, into the principal's office.",strolls across the snowy street to a oak garden paddy.,strides up to the ed box.,heads down a long corridor into the living room.,3
2723,lsmdc3001_21_JUMP_STREET-329,11421,"As someone and his friends watch, someone mouths, This woman's crazy.. He","As someone and his friends watch, someone mouths, This woman's crazy..",He,gold,is talking to her.,finishes talking in front of a band.,holds up a revolver.,pinches her lips together.,3
2724,lsmdc3014_CAPTAIN_AMERICA-5613,796,"Someone pulls a lever and the catwalk slides apart, leaving someone and someone on opposite sides. Someone","Someone pulls a lever and the catwalk slides apart, leaving someone and someone on opposite sides.",Someone,gold,on his way up.,takes someone's fingerprints.,reaches one hand under his own chin.,opens the drawer and finds it empty.,2
2725,lsmdc3011_BLIND_DATING-1127,1141,"Someone sets down his champagne flute and presents a small tray to his son. As someone stands, he",Someone sets down his champagne flute and presents a small tray to his son.,"As someone stands, he",gen,slows and takes a seat opposite.,considers his derby hat.,pushes open people's magazine.,grasps his cue in his hand.,0
2726,anetv_ZGK-w7-bkNw,1595,The credits of the clip are shown. A lady,The credits of the clip are shown.,A lady,gold,cleans suntan sunscreen onto a ski.,combs her hair with a blow dryer.,peels an ice cream cone.,shows off her braids.,3
2727,anetv_dWJIJM3qmyQ,13073,Paint is applied to a brush and the man puts a first coat onto the bare cabinet. The man,Paint is applied to a brush and the man puts a first coat onto the bare cabinet.,The man,gold,uses the back hair along with a rag tool and polishes it with a rag.,pulls out a paint bucket and begins vacuuming the top of the window using another tool.,uses a scraper to wipe the side of the ski and wipe down the ends of the table.,stirs a can of paint then applies a second coat onto the cabinet.,3
2728,lsmdc3017_CHRONICLE-7167,14242,"We pass him by, then he overtakes us again. Now, someone","We pass him by, then he overtakes us again.","Now, someone",gen,emerges past the storefront with his arms folded.,opens an antique shop windows and takes her necklace.,"dons his suit, revealing his muscular build.",is arriving on a toy couch with his father.,0
2729,lsmdc1024_Identity_Thief-82593,1898,"Now, in a frothy bubble bath, someone blows a handful of suds. Someone","Now, in a frothy bubble bath, someone blows a handful of suds.",Someone,gold,crashes onto the rocks.,"sets his lunch on the dinner floor, then dons his jacket.",finishes off a large bottle of champagne.,dons someone who beams as she watches.,2
2730,lsmdc0021_Rear_Window-58164,15800,"Then slowly, and significantly, she looks toward the open window. They","Then slowly, and significantly, she looks toward the open window.",They,gold,part as someone opens up a door.,stare at him intensely.,"part, still holding hands and looking into each other's eyes.",jumps into a large chandelier.,2
2731,lsmdc1041_This_is_40-9322,5551,"Continuing onto a busy street, someone cuts off a car that narrowly avoids him. An suv","Continuing onto a busy street, someone cuts off a car that narrowly avoids him.",An suv,gold,pulls up beside him.,"swings up to a circular hanger, pulls the bmw and sets the skateboard aside.",pulls up outside the forbidden forest.,drives along the coastal road.,0
2732,anetv_-rx6D1uBsUU,14641,The scenic mountain view shows clouds blowing in the wind. There,The scenic mountain view shows clouds blowing in the wind.,There,gold,are many rafters outside a log cabin packing and getting ready for their rafting trip.,glances up into the air.,wake the stolen stats and pitched activities.,are people in the skies up in the sky.,0
2733,lsmdc0026_The_Big_Fish-62607,10460,"The sun is shining, but it can barely penetrate the trees' thick canopy. In the distance, he","The sun is shining, but it can barely penetrate the trees' thick canopy.","In the distance, he",gold,"sees a shack, so old it's nearly fallen.",jumps on across from the balcony to greet people.,is still burning the game.,moves all around under the trees and looking out into the distance.,0
2734,anetv_PCSlAOYPMOs,5194,"They start to show where is the best place to stand to hit it back, and what the footwork should be. They","They start to show where is the best place to stand to hit it back, and what the footwork should be.",They,gold,"turn quickly to climb the benches, lawns and very crowded.",continue to sketch the many of the ways they have just prepared.,keeps control over gear.,are playing inside of a marked area in the shape of a square with a few lines.,3
